"ID";"COUNTRY";"CHOICE_ID";"INFO";"MEASURE"
523;2;1;"A";"IV"
524;2;2;"B";"III"
525;2;2;"B";"III"
526;2;2;"B";"III"
527;2;2;"B";"III"
528;2;2;"B";"III"
529;2;1;"A";"IV"
530;2;1;"A";"IV"
531;2;2;"B";"III"
532;2;1;"A";"IV"
533;2;1;"A";"IV"
534;2;2;"B";"III"
535;1;2;"B";"III"
536;1;1;"A";"IV"
537;2;2;"B";"III"
538;2;1;"A";"IV"
539;2;2;"B";"III"
540;2;1;"A";"IV"
541;1;2;"B";"III"
542;1;1;"A";"IV"
543;1;2;"B";"III"
544;1;2;"B";"III"
545;1;2;"B";"III"
546;1;1;"A";"IV"
547;1;1;"A";"IV"
548;2;2;"B";"III"
549;2;2;"B";"III"
550;2;2;"B";"III"
551;2;2;"B";"III"
552;2;2;"B";"III"
553;2;2;"B";"III"
554;2;1;"A";"IV"
555;2;2;"B";"III"
556;2;2;"B";"III"
557;2;1;"A";"IV"
558;2;1;"A";"IV"
559;2;1;"A";"IV"
560;2;2;"B";"III"
561;2;2;"B";"III"
562;1;2;"B";"III"
563;1;2;"B";"III"
564;1;2;"B";"III"
565;1;1;"A";"IV"
566;1;1;"A";"IV"
567;1;1;"A";"IV"
568;1;1;"A";"IV"
569;1;1;"A";"IV"
570;1;1;"A";"IV"
571;1;2;"B";"III"
572;1;2;"B";"III"
573;1;1;"A";"IV"
574;1;1;"A";"IV"
575;1;2;"B";"III"
576;1;1;"A";"IV"
577;1;1;"A";"IV"
578;1;2;"B";"III"
579;1;1;"A";"IV"
580;1;2;"B";"III"
581;1;2;"B";"III"
582;1;2;"B";"III"
583;1;2;"B";"III"
584;1;1;"A";"IV"
585;1;2;"B";"III"
586;1;2;"B";"III"
587;1;1;"A";"IV"
588;1;1;"A";"IV"
589;1;1;"A";"IV"
590;1;2;"B";"III"
591;2;1;"A";"IV"
592;2;2;"B";"III"
593;2;1;"A";"IV"
594;2;2;"B";"III"
595;2;2;"B";"III"
596;2;1;"A";"IV"
597;2;1;"A";"IV"
598;2;2;"B";"III"
599;2;1;"A";"IV"
600;2;1;"A";"IV"
601;2;1;"A";"IV"
602;2;2;"B";"III"
603;2;1;"A";"IV"
604;2;2;"B";"III"
605;2;1;"A";"IV"
606;2;1;"A";"IV"
607;2;1;"A";"IV"
608;2;1;"A";"IV"
609;2;1;"A";"IV"
610;2;1;"A";"IV"
611;2;1;"A";"IV"
612;2;1;"A";"IV"
613;2;1;"A";"IV"
614;2;1;"A";"IV"
615;2;2;"B";"III"
616;2;1;"A";"IV"
617;2;1;"A";"IV"
618;2;2;"B";"III"
619;2;1;"A";"IV"
620;2;1;"A";"IV"
621;2;2;"B";"III"
622;2;2;"B";"III"
623;2;1;"A";"IV"
624;2;1;"A";"IV"
625;2;2;"B";"III"
626;2;1;"A";"IV"
627;2;2;"B";"III"
628;2;1;"A";"IV"
629;2;1;"A";"IV"
630;2;1;"A";"IV"
631;2;1;"A";"IV"
632;2;1;"A";"IV"
633;2;2;"B";"III"
634;2;2;"B";"III"
635;2;1;"A";"IV"
636;2;2;"B";"III"
637;2;2;"B";"III"
638;2;2;"B";"III"
639;2;2;"B";"III"
640;2;1;"A";"IV"
641;2;1;"A";"IV"
642;2;2;"B";"III"
643;2;2;"B";"III"
644;2;1;"A";"IV"
645;2;2;"B";"III"
646;2;2;"B";"III"
647;2;2;"B";"III"
648;1;1;"A";"IV"
649;1;2;"B";"III"
650;1;1;"A";"IV"
651;1;1;"A";"IV"
652;1;1;"A";"IV"
653;1;2;"B";"III"
654;1;2;"B";"III"
655;1;1;"A";"IV"
656;1;1;"A";"IV"
657;1;1;"A";"IV"
658;1;2;"B";"III"
659;1;1;"A";"IV"
660;1;1;"A";"IV"
661;1;2;"B";"III"
662;1;1;"A";"IV"
663;1;1;"A";"IV"
664;1;1;"A";"IV"
665;1;2;"B";"III"
666;1;1;"A";"IV"
667;1;2;"B";"III"
668;1;2;"B";"III"
669;1;2;"B";"III"
670;1;1;"A";"IV"
671;1;1;"A";"IV"
672;1;2;"B";"III"
673;1;1;"A";"IV"
674;1;1;"A";"IV"
675;1;2;"B";"III"
676;1;1;"A";"IV"
677;1;2;"B";"III"
678;1;1;"A";"IV"
679;1;1;"A";"IV"
680;1;2;"B";"III"
681;1;1;"A";"IV"
682;1;2;"B";"III"
683;1;2;"B";"III"
684;1;1;"A";"IV"
685;1;2;"B";"III"
686;1;2;"B";"III"
687;1;1;"A";"IV"
688;1;1;"A";"IV"
689;1;1;"A";"IV"
690;1;1;"A";"IV"
691;1;1;"A";"IV"
692;1;1;"A";"IV"
693;1;1;"A";"IV"
694;1;1;"A";"IV"
695;1;1;"A";"IV"
696;1;2;"B";"III"
697;1;1;"A";"IV"
698;1;1;"A";"IV"
699;1;1;"A";"IV"
700;1;2;"B";"III"
701;1;2;"B";"III"
702;1;1;"A";"IV"
703;1;1;"A";"IV"
704;1;2;"B";"III"
705;1;2;"B";"III"
706;1;2;"B";"III"
707;1;2;"B";"III"
708;1;1;"A";"IV"
709;1;1;"A";"IV"
710;1;2;"B";"III"
711;1;1;"A";"IV"
712;1;2;"B";"III"
713;1;1;"A";"IV"
714;1;1;"A";"IV"
715;1;1;"A";"IV"
716;1;1;"A";"IV"
717;1;2;"B";"III"
718;1;1;"A";"IV"
719;1;1;"A";"IV"
720;1;1;"A";"IV"
721;1;2;"B";"III"
722;1;2;"B";"III"
723;1;2;"B";"III"
724;1;2;"B";"III"
725;1;1;"A";"IV"
726;1;2;"B";"III"
727;1;1;"A";"IV"
728;1;1;"A";"IV"
729;1;1;"A";"IV"
730;1;2;"B";"III"
731;1;2;"B";"III"
732;1;2;"B";"III"
733;1;2;"B";"III"
734;1;1;"A";"IV"
735;1;2;"B";"III"
736;1;2;"B";"III"
737;1;1;"A";"IV"
738;1;1;"A";"IV"
739;1;1;"A";"IV"
740;1;1;"A";"IV"
741;1;1;"A";"IV"
742;1;2;"B";"III"
743;1;2;"B";"III"
744;1;1;"A";"IV"
745;1;2;"B";"III"
746;1;2;"B";"III"
747;1;1;"A";"IV"
748;1;1;"A";"IV"
749;1;2;"B";"III"
750;1;1;"A";"IV"
751;1;2;"B";"III"
752;1;1;"A";"IV"
753;1;2;"B";"III"
754;1;1;"A";"IV"
755;1;1;"A";"IV"
756;1;1;"A";"IV"
757;1;2;"B";"III"
758;1;2;"B";"III"
759;1;2;"B";"III"
760;1;2;"B";"III"
761;1;2;"B";"III"
762;1;1;"A";"IV"
763;1;2;"B";"III"
764;1;1;"A";"IV"
765;1;1;"A";"IV"
766;1;2;"B";"III"
767;1;1;"A";"IV"
768;1;1;"A";"IV"
769;1;2;"B";"III"
770;1;2;"B";"III"
771;1;2;"B";"III"
772;1;1;"A";"IV"
773;1;2;"B";"III"
774;1;2;"B";"III"
775;1;2;"B";"III"
776;1;2;"B";"III"
777;1;1;"A";"IV"
778;1;1;"A";"IV"
779;1;2;"B";"III"
780;1;1;"A";"IV"
781;1;1;"A";"IV"
782;1;1;"A";"IV"
783;1;1;"A";"IV"
784;1;1;"A";"IV"
785;1;1;"A";"IV"
786;1;2;"B";"III"
787;1;2;"B";"III"
788;1;1;"A";"IV"
789;1;1;"A";"IV"
790;1;2;"B";"III"
791;1;2;"B";"III"
792;1;1;"A";"IV"
793;1;1;"A";"IV"
794;1;1;"A";"IV"
795;1;1;"A";"IV"
796;1;1;"A";"IV"
797;1;2;"B";"III"
798;1;2;"B";"III"
799;1;1;"A";"IV"
800;1;2;"B";"III"
801;1;2;"B";"III"
802;1;2;"B";"III"
803;1;1;"A";"IV"
804;1;1;"A";"IV"
805;1;2;"B";"III"
806;1;2;"B";"III"
807;1;2;"B";"III"
808;1;1;"A";"IV"
809;1;1;"A";"IV"
810;1;1;"A";"IV"
811;1;1;"A";"IV"
812;1;1;"A";"IV"
813;1;2;"B";"III"
814;1;1;"A";"IV"
815;1;1;"A";"IV"
816;1;1;"A";"IV"
817;1;1;"A";"IV"
818;1;1;"A";"IV"
819;1;2;"B";"III"
820;1;1;"A";"IV"
821;1;2;"B";"III"
822;1;2;"B";"III"
823;1;2;"B";"III"
824;1;2;"B";"III"
825;1;2;"B";"III"
826;1;2;"B";"III"
827;1;2;"B";"III"
828;1;2;"B";"III"
829;1;2;"B";"III"
830;1;1;"A";"IV"
831;1;2;"B";"III"
832;1;1;"A";"IV"
833;1;1;"A";"IV"
834;1;1;"A";"IV"
835;1;1;"A";"IV"
836;1;2;"B";"III"
837;1;1;"A";"IV"
838;1;1;"A";"IV"
839;1;1;"A";"IV"
840;1;2;"B";"III"
841;1;1;"A";"IV"
842;1;1;"A";"IV"
843;1;1;"A";"IV"
844;1;1;"A";"IV"
845;1;1;"A";"IV"
846;1;1;"A";"IV"
847;1;1;"A";"IV"
848;1;1;"A";"IV"
849;1;1;"A";"IV"
850;1;2;"B";"III"
851;1;1;"A";"IV"
852;1;1;"A";"IV"
853;1;1;"A";"IV"
854;1;1;"A";"IV"
855;1;2;"B";"III"
856;1;1;"A";"IV"
857;1;1;"A";"IV"
858;1;1;"A";"IV"
859;1;2;"B";"III"
860;1;1;"A";"IV"
861;1;1;"A";"IV"
862;1;1;"A";"IV"
863;1;2;"B";"III"
864;1;2;"B";"III"
865;1;2;"B";"III"
866;1;2;"B";"III"
867;1;2;"B";"III"
868;1;2;"B";"III"
869;1;1;"A";"IV"
870;1;1;"A";"IV"
871;1;1;"A";"IV"
872;1;1;"A";"IV"
873;1;2;"B";"III"
874;1;1;"A";"IV"
875;1;1;"A";"IV"
876;1;2;"B";"III"
877;1;1;"A";"IV"
878;1;2;"B";"III"
879;3;1;"A";"IV"
880;3;1;"A";"IV"
881;3;1;"A";"IV"
882;3;1;"A";"IV"
883;3;1;"A";"IV"
884;3;1;"A";"IV"
885;3;1;"A";"IV"
886;3;1;"A";"IV"
887;3;1;"A";"IV"
888;3;2;"B";"III"
889;3;1;"A";"IV"
890;3;2;"B";"III"
891;3;1;"A";"IV"
892;3;2;"B";"III"
893;3;1;"A";"IV"
894;1;1;"A";"IV"
895;3;2;"B";"III"
896;3;2;"B";"III"
897;1;1;"A";"IV"
898;1;2;"B";"III"
899;1;1;"A";"IV"
900;1;1;"A";"IV"
901;3;2;"B";"III"
902;3;2;"B";"III"
903;3;2;"B";"III"
904;3;1;"A";"IV"
905;3;1;"A";"IV"
906;3;1;"A";"IV"
907;3;2;"B";"III"
908;3;2;"B";"III"
909;3;1;"A";"IV"
910;3;1;"A";"IV"
911;3;2;"B";"III"
912;3;1;"A";"IV"
913;3;1;"A";"IV"
914;3;2;"B";"III"
915;3;2;"B";"III"
916;3;2;"B";"III"
917;3;1;"A";"IV"
918;3;2;"B";"III"
919;3;2;"B";"III"
920;3;2;"B";"III"
921;3;2;"B";"III"
922;3;2;"B";"III"
923;3;1;"A";"IV"
924;3;2;"B";"III"
925;3;1;"A";"IV"
926;3;2;"B";"III"
927;3;2;"B";"III"
928;3;2;"B";"III"
929;3;1;"A";"IV"
930;3;1;"A";"IV"
931;3;1;"A";"IV"
932;3;1;"A";"IV"
933;3;2;"B";"III"
934;3;1;"A";"IV"
935;3;2;"B";"III"
936;3;2;"B";"III"
937;1;1;"A";"IV"
938;1;2;"B";"III"
939;1;1;"A";"IV"
940;1;2;"B";"III"
941;1;1;"A";"IV"
942;1;2;"B";"III"
943;1;1;"A";"IV"
944;1;2;"B";"III"
945;1;1;"A";"IV"
946;1;1;"A";"IV"
947;1;2;"B";"III"
948;1;2;"B";"III"
949;1;1;"A";"IV"
950;1;1;"A";"IV"
951;1;2;"B";"III"
952;1;1;"A";"IV"
953;1;2;"B";"III"
954;1;2;"B";"III"
955;1;1;"A";"IV"
956;1;1;"A";"IV"
957;1;1;"A";"IV"
958;1;2;"B";"III"
959;1;1;"A";"IV"
960;1;2;"B";"III"
961;1;1;"A";"IV"
962;1;1;"A";"IV"
963;1;1;"A";"IV"
964;1;2;"B";"III"
965;1;1;"A";"IV"
966;1;2;"B";"III"
967;1;1;"A";"IV"
968;1;1;"A";"IV"
969;1;1;"A";"IV"
970;1;2;"B";"III"
971;1;1;"A";"IV"
972;1;2;"B";"III"
973;1;1;"A";"IV"
974;1;1;"A";"IV"
975;1;2;"B";"III"
976;1;1;"A";"IV"
977;1;1;"A";"IV"
978;1;2;"B";"III"
979;1;1;"A";"IV"
980;1;1;"A";"IV"
981;1;1;"A";"IV"
982;1;2;"B";"III"
983;1;2;"B";"III"
984;1;2;"B";"III"
985;1;1;"A";"IV"
986;1;2;"B";"III"
987;1;2;"B";"III"
988;1;1;"A";"IV"
989;1;1;"A";"IV"
990;1;1;"A";"IV"
991;1;1;"A";"IV"
992;1;1;"A";"IV"
993;1;1;"A";"IV"
994;1;2;"B";"III"
995;1;1;"A";"IV"
996;1;1;"A";"IV"
997;1;2;"B";"III"
998;1;1;"A";"IV"
999;1;1;"A";"IV"
1000;1;2;"B";"III"
1001;1;1;"A";"IV"
1002;1;2;"B";"III"
1003;1;2;"B";"III"
1004;1;2;"B";"III"
1005;1;1;"A";"IV"
1006;1;2;"B";"III"
1007;1;2;"B";"III"
1008;1;2;"B";"III"
1009;1;1;"A";"IV"
1010;1;1;"A";"IV"
1011;1;1;"A";"IV"
1012;1;1;"A";"IV"
1013;2;1;"A";"IV"
1014;1;2;"B";"III"
1015;2;2;"B";"III"
1016;2;2;"B";"III"
1017;1;1;"A";"IV"
1018;2;2;"B";"III"
1019;2;2;"B";"III"
1020;2;1;"A";"IV"
1021;2;1;"A";"IV"
1022;2;2;"B";"III"
1023;2;2;"B";"III"
1024;2;1;"A";"IV"
1025;2;1;"A";"IV"
1026;2;2;"B";"III"
1027;3;1;"A";"IV"
