"call_id";"customer_id";"call_ts"
11383;912005481227;"2019/01/02 12:07:23"
12277;829392851;"2019/01/02 12:25:42"
12920;801894352;"2019/01/02 12:37:53"
14992;910051067775;"2019/01/02 13:23:16"
15273;860408517;"2019/01/02 13:30:31"
15832;925004714042;"2019/01/02 13:43:17"
14199;854180148;"2019/01/02 13:04:22"
15151;912006131771;"2019/01/02 13:27:14"
15377;823889647;"2019/01/02 13:32:58"
15911;943017045031;"2019/01/02 13:45:27"
16304;807874060;"2019/01/02 13:55:02"
14986;864134119;"2019/01/02 13:23:08"
15617;921002444468;"2019/01/02 13:38:36"
14128;836001164;"2019/01/02 13:02:33"
14425;811509272;"2019/01/02 13:09:49"
14700;910013654363;"2019/01/02 13:16:34"
15078;853225654;"2019/01/02 13:25:40"
15755;911000657997;"2019/01/02 13:41:18"
16303;820219913;"2019/01/02 13:55:01"
16496;943015829642;"2019/01/02 13:59:38"
16776;910039822614;"2019/01/02 14:05:41"
18871;919005011961;"2019/01/02 14:48:29"
19011;911006030983;"2019/01/02 14:51:45"
19131;910010529169;"2019/01/02 14:54:08"
16929;840588313;"2019/01/02 14:08:58"
17146;910033511759;"2019/01/02 14:13:38"
18149;820658946;"2019/01/02 14:34:20"
18495;849665492;"2019/01/02 14:40:59"
18970;838696938;"2019/01/02 14:50:37"
19069;942000204118;"2019/01/02 14:52:46"
19346;921001572830;"2019/01/02 14:58:24"
16632;921000643806;"2019/01/02 14:02:45"
17309;911002121554;"2019/01/02 14:17:04"
17391;914005684701;"2019/01/02 14:18:49"
18071;856047527;"2019/01/02 14:32:42"
18223;839441862;"2019/01/02 14:35:51"
18582;802147173;"2019/01/02 14:42:37"
19387;835460650;"2019/01/02 14:59:15"
19598;848862983;"2019/01/02 15:03:48"
20337;919002915297;"2019/01/02 15:19:27"
20539;926002304992;"2019/01/02 15:24:02"
21993;943017091225;"2019/01/02 15:56:27"
20590;830989562;"2019/01/02 15:25:16"
20692;921002607486;"2019/01/02 15:27:31"
21074;919004293263;"2019/01/02 15:35:39"
21216;843362393;"2019/01/02 15:38:28"
20335;912000467569;"2019/01/02 15:19:25"
21854;921002985304;"2019/01/02 15:53:09"
22141;943015710339;"2019/01/02 15:59:57"
20379;925005749203;"2019/01/02 15:20:16"
19625;910047571450;"2019/01/02 15:04:19"
20189;911009320316;"2019/01/02 15:16:23"
22007;841054430;"2019/01/02 15:56:51"
23980;863219705;"2019/01/02 16:45:58"
24392;840728331;"2019/01/02 16:55:34"
22522;911001543568;"2019/01/02 16:10:05"
22594;926001792940;"2019/01/02 16:11:52"
22927;828684217;"2019/01/02 16:21:26"
23196;808823280;"2019/01/02 16:27:56"
23503;864028923;"2019/01/02 16:34:42"
23675;851108811;"2019/01/02 16:38:31"
24323;859875494;"2019/01/02 16:53:47"
22245;911006101867;"2019/01/02 16:02:49"
23105;912005698812;"2019/01/02 16:25:43"
23200;932004928663;"2019/01/02 16:27:59"
23453;911000551042;"2019/01/02 16:33:37"
23597;830583308;"2019/01/02 16:36:40"
23762;940009512036;"2019/01/02 16:40:43"
23956;849580584;"2019/01/02 16:45:22"
24054;845091123;"2019/01/02 16:47:19"
24449;835858945;"2019/01/02 16:57:01"
22574;824214373;"2019/01/02 16:11:15"
22782;805878782;"2019/01/02 16:17:24"
23139;851088468;"2019/01/02 16:26:37"
23520;925003694690;"2019/01/02 16:34:55"
24571;864028923;"2019/01/02 16:59:33"
22287;817162415;"2019/01/02 16:03:52"
22634;910011811520;"2019/01/02 16:12:42"
23571;862561214;"2019/01/02 16:36:02"
24370;854417243;"2019/01/02 16:54:53"
22405;926005155979;"2019/01/02 16:06:40"
22881;911008433961;"2019/01/02 16:20:25"
23811;808478713;"2019/01/02 16:41:50"
22520;932003504523;"2019/01/02 16:09:59"
23123;911008783829;"2019/01/02 16:26:13"
24096;911014639064;"2019/01/02 16:48:22"
24279;943016453673;"2019/01/02 16:52:55"
24438;943016162019;"2019/01/02 16:56:42"
23124;910007802473;"2019/01/02 16:26:13"
24316;862167558;"2019/01/02 16:53:37"
26094;845449347;"2019/01/02 17:38:00"
26882;859469157;"2019/01/02 17:58:41"
25245;912006260687;"2019/01/02 17:16:35"
25913;849927025;"2019/01/02 17:33:35"
26356;811643477;"2019/01/02 17:44:13"
25031;921003899728;"2019/01/02 17:10:46"
25195;837398445;"2019/01/02 17:15:08"
25601;864151121;"2019/01/02 17:25:23"
26236;912004465395;"2019/01/02 17:41:05"
24716;822460945;"2019/01/02 17:02:59"
25462;842859001;"2019/01/02 17:21:45"
26444;925005063365;"2019/01/02 17:46:25"
24815;823275730;"2019/01/02 17:05:06"
25470;821004637;"2019/01/02 17:21:58"
26001;914003130467;"2019/01/02 17:35:47"
26252;926002675797;"2019/01/02 17:41:29"
25662;942003264366;"2019/01/02 17:26:47"
25847;861473551;"2019/01/02 17:31:43"
25942;807359492;"2019/01/02 17:34:18"
24921;835774688;"2019/01/02 17:08:04"
25392;853906204;"2019/01/02 17:19:48"
26825;856225826;"2019/01/02 17:56:54"
25327;823084595;"2019/01/02 17:18:29"
25642;925001079316;"2019/01/02 17:26:22"
25794;911001402104;"2019/01/02 17:30:22"
25971;806145611;"2019/01/02 17:34:59"
26390;807359492;"2019/01/02 17:45:03"
25478;911013298979;"2019/01/02 17:22:07"
25725;943015632681;"2019/01/02 17:28:30"
25933;823084595;"2019/01/02 17:33:58"
24684;849521554;"2019/01/02 17:02:15"
25437;926001952080;"2019/01/02 17:21:03"
24966;910011916720;"2019/01/02 17:09:11"
25763;911009347855;"2019/01/02 17:29:22"
26302;848323739;"2019/01/02 17:42:34"
24836;842324469;"2019/01/02 17:05:40"
25525;912006260687;"2019/01/02 17:23:20"
25746;811957349;"2019/01/02 17:28:54"
26564;847363462;"2019/01/02 17:49:36"
27033;807721535;"2019/01/02 18:04:38"
27105;914004686624;"2019/01/02 18:07:27"
27423;861712735;"2019/01/02 18:20:07"
27479;932002965311;"2019/01/02 18:22:14"
27506;925001043288;"2019/01/02 18:23:01"
27623;856429535;"2019/01/02 18:26:51"
27240;910035642982;"2019/01/02 18:12:53"
28587;911000911063;"2019/01/02 18:59:12"
27567;822304457;"2019/01/02 18:24:48"
28066;910032831984;"2019/01/02 18:42:28"
28623;835680885;"2019/01/02 19:00:28"
29326;858790900;"2019/01/02 19:28:39"
29851;862831674;"2019/01/02 19:54:44"
30036;910038400321;"2019/01/03 08:08:26"
30100;911008837385;"2019/01/03 08:13:24"
30153;825440993;"2019/01/03 08:17:08"
30963;825416704;"2019/01/03 08:51:51"
30086;938000017567;"2019/01/03 08:12:01"
30170;840773337;"2019/01/03 08:18:09"
30280;910007054091;"2019/01/03 08:24:39"
30337;914003487859;"2019/01/03 08:28:13"
30566;818090219;"2019/01/03 08:37:41"
30818;801891622;"2019/01/03 08:46:44"
30965;921001738571;"2019/01/03 08:51:55"
29959;862543543;"2019/01/03 08:02:45"
30218;932003064783;"2019/01/03 08:21:29"
30335;856913611;"2019/01/03 08:28:06"
31783;802734194;"2019/01/03 09:13:52"
33401;911010832242;"2019/01/03 09:45:49"
34139;925000817526;"2019/01/03 09:58:48"
31584;863002358;"2019/01/03 09:09:46"
31743;911015015405;"2019/01/03 09:13:16"
33284;919003809408;"2019/01/03 09:43:43"
32247;914004583862;"2019/01/03 09:23:44"
32770;859965816;"2019/01/03 09:34:33"
31419;848215141;"2019/01/03 09:05:37"
33446;854081403;"2019/01/03 09:46:31"
31395;862124583;"2019/01/03 09:05:10"
34017;925005793888;"2019/01/03 09:56:53"
31264;860380088;"2019/01/03 09:01:18"
31915;912001200928;"2019/01/03 09:16:37"
31707;863047270;"2019/01/03 09:12:44"
31922;858478324;"2019/01/03 09:16:50"
32263;861566248;"2019/01/03 09:24:03"
32914;925003257225;"2019/01/03 09:37:31"
33394;856387634;"2019/01/03 09:45:41"
33770;925000929362;"2019/01/03 09:52:20"
34008;838506368;"2019/01/03 09:56:45"
32776;830908968;"2019/01/03 09:34:38"
33340;924000016346;"2019/01/03 09:44:44"
33585;848964532;"2019/01/03 09:48:59"
31652;942002094038;"2019/01/03 09:11:13"
32949;800843004;"2019/01/03 09:38:07"
33836;863063467;"2019/01/03 09:53:38"
32596;822502860;"2019/01/03 09:31:05"
32769;838431732;"2019/01/03 09:34:31"
34039;853157691;"2019/01/03 09:57:19"
32963;849462254;"2019/01/03 09:38:25"
32714;826413015;"2019/01/03 09:33:25"
31233;910035878180;"2019/01/03 09:00:21"
33802;911009190974;"2019/01/03 09:53:10"
31444;860940253;"2019/01/03 09:06:10"
31574;914004493856;"2019/01/03 09:09:24"
32857;914001688847;"2019/01/03 09:36:33"
36437;910018416230;"2019/01/03 10:40:30"
34238;910004518163;"2019/01/03 10:00:23"
34473;911001663010;"2019/01/03 10:04:58"
34839;858694888;"2019/01/03 10:11:55"
35231;925005259237;"2019/01/03 10:18:54"
35243;927001708555;"2019/01/03 10:19:07"
35672;914006114179;"2019/01/03 10:26:42"
36029;838731768;"2019/01/03 10:33:11"
34505;943016344161;"2019/01/03 10:05:24"
34522;858573314;"2019/01/03 10:05:43"
35277;863920435;"2019/01/03 10:19:32"
35995;834653586;"2019/01/03 10:32:48"
34840;860390590;"2019/01/03 10:11:57"
35229;920003118808;"2019/01/03 10:18:51"
36003;924001854679;"2019/01/03 10:32:53"
37321;911011115431;"2019/01/03 10:56:12"
34743;919001155812;"2019/01/03 10:10:06"
34915;813014099;"2019/01/03 10:13:08"
35120;859272080;"2019/01/03 10:17:02"
35458;926005725680;"2019/01/03 10:22:46"
35651;849650130;"2019/01/03 10:26:20"
35748;926000270120;"2019/01/03 10:28:15"
36229;914002874263;"2019/01/03 10:36:57"
36365;912006642298;"2019/01/03 10:39:21"
34414;926004262677;"2019/01/03 10:04:01"
35526;859475279;"2019/01/03 10:23:59"
35634;860652098;"2019/01/03 10:26:01"
36416;864530100;"2019/01/03 10:40:10"
40137;911008689380;"2019/01/03 11:43:50"
40815;855762944;"2019/01/03 11:54:47"
37827;829995760;"2019/01/03 11:05:01"
38394;921004644099;"2019/01/03 11:14:15"
40727;911010740528;"2019/01/03 11:53:30"
38265;911005058217;"2019/01/03 11:12:18"
40189;911013125412;"2019/01/03 11:44:42"
40617;857336655;"2019/01/03 11:51:40"
40779;910043167899;"2019/01/03 11:54:22"
38245;800010091;"2019/01/03 11:11:59"
39082;849872833;"2019/01/03 11:26:09"
39677;806091476;"2019/01/03 11:36:08"
41057;845000314;"2019/01/03 11:58:55"
40613;851557231;"2019/01/03 11:51:37"
40921;863153433;"2019/01/03 11:56:31"
39468;840317150;"2019/01/03 11:32:36"
40456;836319327;"2019/01/03 11:48:46"
38039;910011496534;"2019/01/03 11:08:24"
38287;842886095;"2019/01/03 11:12:33"
39302;811963636;"2019/01/03 11:29:41"
40235;846059707;"2019/01/03 11:45:30"
37896;914005998150;"2019/01/03 11:06:05"
39573;910005563911;"2019/01/03 11:34:31"
39903;921001112298;"2019/01/03 11:39:57"
39050;912005845462;"2019/01/03 11:25:37"
39416;834457202;"2019/01/03 11:31:35"
40002;926001246913;"2019/01/03 11:41:33"
39948;846059707;"2019/01/03 11:40:50"
38601;855401550;"2019/01/03 11:17:56"
40254;853778694;"2019/01/03 11:45:45"
40701;818802498;"2019/01/03 11:53:01"
37922;849218383;"2019/01/03 11:06:27"
38795;864138482;"2019/01/03 11:21:17"
40103;943017776494;"2019/01/03 11:43:14"
41146;837274307;"2019/01/03 12:00:13"
41278;863157327;"2019/01/03 12:02:22"
41556;926005398058;"2019/01/03 12:06:52"
41662;911008997478;"2019/01/03 12:08:46"
41998;910014088652;"2019/01/03 12:14:44"
42269;864744917;"2019/01/03 12:20:05"
41317;812197887;"2019/01/03 12:03:04"
41446;826570954;"2019/01/03 12:05:16"
41631;940007209874;"2019/01/03 12:08:11"
42503;926004769788;"2019/01/03 12:24:50"
41416;840211031;"2019/01/03 12:04:35"
41640;864951884;"2019/01/03 12:08:23"
42128;855942884;"2019/01/03 12:17:21"
42761;817960289;"2019/01/03 12:29:38"
41475;822341483;"2019/01/03 12:05:39"
43154;826965683;"2019/01/03 12:37:24"
43328;942002109398;"2019/01/03 12:41:07"
41436;855754032;"2019/01/03 12:05:01"
42116;911002752481;"2019/01/03 12:17:07"
43059;821335916;"2019/01/03 12:35:29"
43699;861598480;"2019/01/03 12:49:02"
41477;926002068738;"2019/01/03 12:05:40"
41781;849755533;"2019/01/03 12:11:04"
41169;942000636277;"2019/01/03 12:00:39"
41305;924002967645;"2019/01/03 12:02:55"
41348;927002034639;"2019/01/03 12:03:32"
41524;926004451833;"2019/01/03 12:06:24"
41656;855568127;"2019/01/03 12:08:42"
42146;848338307;"2019/01/03 12:17:43"
42322;817978323;"2019/01/03 12:21:20"
43641;912007246958;"2019/01/03 12:47:45"
41908;843183385;"2019/01/03 12:13:16"
43306;814698908;"2019/01/03 12:40:34"
43970;851967240;"2019/01/03 12:54:50"
41425;811116854;"2019/01/03 12:04:48"
41675;819426487;"2019/01/03 12:09:10"
42522;852678846;"2019/01/03 12:25:13"
41495;911014954505;"2019/01/03 12:05:52"
41826;844776443;"2019/01/03 12:11:45"
42882;804941904;"2019/01/03 12:32:09"
41463;837105972;"2019/01/03 12:05:33"
41884;926000279741;"2019/01/03 12:12:47"
43381;857469621;"2019/01/03 12:42:18"
42203;859878514;"2019/01/03 12:18:54"
42493;858495849;"2019/01/03 12:24:39"
43254;861598480;"2019/01/03 12:39:45"
43598;847149895;"2019/01/03 12:46:37"
43782;924000094384;"2019/01/03 12:50:40"
43839;921001119186;"2019/01/03 12:52:00"
44587;844249243;"2019/01/03 13:09:17"
45101;919002523182;"2019/01/03 13:22:57"
45307;834070575;"2019/01/03 13:28:54"
45451;859688707;"2019/01/03 13:32:28"
45761;839941119;"2019/01/03 13:40:53"
46424;925000841823;"2019/01/03 13:58:24"
46346;808683577;"2019/01/03 13:56:04"
44356;822645909;"2019/01/03 13:03:13"
44586;926001035712;"2019/01/03 13:09:17"
44792;911013806581;"2019/01/03 13:14:48"
44906;804850303;"2019/01/03 13:17:48"
45238;843554791;"2019/01/03 13:26:59"
45463;925003907142;"2019/01/03 13:32:45"
45783;940008635036;"2019/01/03 13:41:25"
46247;864230545;"2019/01/03 13:53:39"
46374;851738351;"2019/01/03 13:57:01"
46254;833648348;"2019/01/03 13:53:49"
44264;815594080;"2019/01/03 13:01:04"
45589;863011581;"2019/01/03 13:36:32"
45894;836222166;"2019/01/03 13:44:33"
47363;842851081;"2019/01/03 14:20:38"
47787;824874648;"2019/01/03 14:30:50"
48234;853071314;"2019/01/03 14:40:43"
48337;911004248066;"2019/01/03 14:43:16"
48851;926002101190;"2019/01/03 14:55:26"
47753;920004226246;"2019/01/03 14:29:48"
48823;912006562546;"2019/01/03 14:54:51"
48248;861735488;"2019/01/03 14:41:09"
47512;910011579272;"2019/01/03 14:24:15"
47448;911006069585;"2019/01/03 14:22:42"
47568;846659076;"2019/01/03 14:25:19"
47095;827455353;"2019/01/03 14:14:43"
47278;802209973;"2019/01/03 14:18:40"
48348;924002685858;"2019/01/03 14:43:23"
48544;911009814581;"2019/01/03 14:47:55"
48705;911002939278;"2019/01/03 14:51:32"
50468;910008783292;"2019/01/03 15:30:16"
50734;943016159999;"2019/01/03 15:36:00"
51696;859459737;"2019/01/03 15:57:52"
49761;862999042;"2019/01/03 15:15:35"
50087;943015502355;"2019/01/03 15:22:18"
51284;847335932;"2019/01/03 15:48:26"
49683;910007882616;"2019/01/03 15:13:48"
50587;808990584;"2019/01/03 15:33:07"
49572;802262170;"2019/01/03 15:11:25"
50266;857689624;"2019/01/03 15:25:42"
50370;851880138;"2019/01/03 15:28:03"
50651;859897613;"2019/01/03 15:34:30"
51016;925005781727;"2019/01/03 15:42:33"
51182;801216144;"2019/01/03 15:45:55"
51625;858718273;"2019/01/03 15:56:10"
49122;843067679;"2019/01/03 15:00:54"
49473;932005393388;"2019/01/03 15:08:57"
49906;848729034;"2019/01/03 15:18:54"
50475;850512872;"2019/01/03 15:30:28"
49143;926005859521;"2019/01/03 15:01:28"
50045;910007882616;"2019/01/03 15:21:25"
50691;862295730;"2019/01/03 15:35:01"
49504;857414650;"2019/01/03 15:09:36"
50906;857209407;"2019/01/03 15:40:13"
50081;859897613;"2019/01/03 15:22:06"
49393;805487519;"2019/01/03 15:07:01"
49552;910021865837;"2019/01/03 15:10:42"
50376;850768631;"2019/01/03 15:28:10"
50436;807689575;"2019/01/03 15:29:40"
52145;862835279;"2019/01/03 16:07:53"
52292;845709161;"2019/01/03 16:11:42"
54181;912001776356;"2019/01/03 16:54:03"
51911;835097569;"2019/01/03 16:02:44"
53358;855190500;"2019/01/03 16:35:52"
51870;850692385;"2019/01/03 16:01:45"
53434;826779043;"2019/01/03 16:37:34"
53557;925005369648;"2019/01/03 16:40:33"
52460;910038925384;"2019/01/03 16:15:43"
52719;943016457435;"2019/01/03 16:20:55"
53045;910011442722;"2019/01/03 16:28:11"
53735;925007447798;"2019/01/03 16:44:23"
52059;859244006;"2019/01/03 16:06:07"
52464;837681741;"2019/01/03 16:15:46"
53099;910041987090;"2019/01/03 16:29:49"
52589;940008470566;"2019/01/03 16:18:34"
52957;801992420;"2019/01/03 16:26:18"
52217;860318849;"2019/01/03 16:09:46"
53510;911009602564;"2019/01/03 16:39:27"
52598;911006196149;"2019/01/03 16:18:43"
52702;805358942;"2019/01/03 16:20:35"
52987;841278419;"2019/01/03 16:26:55"
53325;925000538569;"2019/01/03 16:35:22"
53337;854385481;"2019/01/03 16:35:32"
55473;910039174842;"2019/01/03 17:24:07"
55847;834128449;"2019/01/03 17:32:44"
54786;912007424605;"2019/01/03 17:07:10"
54900;914004058188;"2019/01/03 17:09:56"
55011;811276492;"2019/01/03 17:12:40"
55170;911000989572;"2019/01/03 17:16:22"
56328;927001159783;"2019/01/03 17:44:32"
56630;856827381;"2019/01/03 17:52:05"
54906;836241828;"2019/01/03 17:10:00"
55372;910013985718;"2019/01/03 17:21:26"
55701;844220921;"2019/01/03 17:29:31"
56236;926005408766;"2019/01/03 17:42:08"
54886;911001866365;"2019/01/03 17:09:44"
55876;856579537;"2019/01/03 17:33:27"
55957;829704436;"2019/01/03 17:35:28"
56731;919001047183;"2019/01/03 17:55:04"
56842;942002436429;"2019/01/03 17:57:39"
54901;921002985254;"2019/01/03 17:09:57"
55571;812271971;"2019/01/03 17:26:17"
55721;829704436;"2019/01/03 17:30:01"
56031;860950625;"2019/01/03 17:37:13"
56093;919003811156;"2019/01/03 17:38:34"
56753;808796445;"2019/01/03 17:55:34"
55218;910019448190;"2019/01/03 17:17:35"
55770;813833829;"2019/01/03 17:31:10"
56446;842156374;"2019/01/03 17:47:07"
54655;822211900;"2019/01/03 17:04:01"
54825;835646571;"2019/01/03 17:07:59"
55234;932004584532;"2019/01/03 17:17:54"
56019;925002119178;"2019/01/03 17:37:00"
54583;801725144;"2019/01/03 17:02:28"
54913;856343298;"2019/01/03 17:10:14"
55015;858567092;"2019/01/03 17:12:43"
55416;910002549061;"2019/01/03 17:22:35"
55078;813833829;"2019/01/03 17:14:39"
56060;924000334178;"2019/01/03 17:37:45"
56290;826810087;"2019/01/03 17:43:21"
57191;911004173827;"2019/01/03 18:08:35"
57324;921003577225;"2019/01/03 18:12:49"
57407;809205057;"2019/01/03 18:15:32"
57441;911013301468;"2019/01/03 18:16:29"
57711;829283704;"2019/01/03 18:25:42"
58212;859963381;"2019/01/03 18:40:16"
58090;921003485478;"2019/01/03 18:35:55"
58485;927000556666;"2019/01/03 18:48:43"
58723;910049214588;"2019/01/03 18:56:27"
58789;861707941;"2019/01/03 18:59:22"
58904;911014071912;"2019/01/03 19:03:44"
58973;844383752;"2019/01/03 19:06:37"
59120;852028455;"2019/01/03 19:12:17"
59137;925003651294;"2019/01/03 19:13:06"
59277;910026240226;"2019/01/03 19:19:47"
59518;943018020595;"2019/01/03 19:32:32"
59545;847256740;"2019/01/03 19:33:24"
59842;910023271331;"2019/01/03 19:52:50"
59481;832645394;"2019/01/03 19:30:26"
59723;910024506610;"2019/01/03 19:44:14"
58855;827528092;"2019/01/03 19:02:03"
59032;863877452;"2019/01/03 19:08:37"
60322;925005869530;"2019/01/04 08:29:41"
60541;925001938727;"2019/01/04 08:41:17"
62191;812431088;"2019/01/04 09:29:49"
62299;847679776;"2019/01/04 09:32:07"
62550;838126241;"2019/01/04 09:37:54"
62871;911004949010;"2019/01/04 09:44:51"
63399;851657528;"2019/01/04 09:56:04"
61672;850061342;"2019/01/04 09:17:05"
62279;813574712;"2019/01/04 09:31:49"
62551;850961657;"2019/01/04 09:37:54"
62693;926004842775;"2019/01/04 09:40:54"
63062;920001851137;"2019/01/04 09:48:55"
63560;852960574;"2019/01/04 09:58:50"
61486;925003716261;"2019/01/04 09:12:46"
61725;822954400;"2019/01/04 09:18:31"
61825;911002762977;"2019/01/04 09:21:12"
62205;804595098;"2019/01/04 09:30:09"
62881;804786127;"2019/01/04 09:45:01"
63189;860477827;"2019/01/04 09:51:36"
62330;805594587;"2019/01/04 09:32:44"
63539;862706918;"2019/01/04 09:58:32"
62939;842525412;"2019/01/04 09:46:25"
63108;839535515;"2019/01/04 09:49:31"
61215;863111571;"2019/01/04 09:05:23"
61573;862315637;"2019/01/04 09:14:56"
61710;857725360;"2019/01/04 09:17:53"
62319;813219441;"2019/01/04 09:32:31"
61288;822856969;"2019/01/04 09:07:34"
61525;858263239;"2019/01/04 09:13:39"
62419;863255303;"2019/01/04 09:34:56"
62852;856501176;"2019/01/04 09:44:31"
63556;943016439045;"2019/01/04 09:58:47"
62267;857353593;"2019/01/04 09:31:36"
61671;841886443;"2019/01/04 09:17:04"
62239;829730365;"2019/01/04 09:30:58"
62247;912003090566;"2019/01/04 09:31:08"
62841;840903181;"2019/01/04 09:44:19"
65692;911002319802;"2019/01/04 10:42:36"
65926;912006677526;"2019/01/04 10:46:28"
66002;919001928515;"2019/01/04 10:47:54"
66115;830473344;"2019/01/04 10:49:52"
66252;840260889;"2019/01/04 10:52:33"
66453;910011339470;"2019/01/04 10:56:24"
64045;814908760;"2019/01/04 10:08:51"
64957;803216142;"2019/01/04 10:28:50"
65890;910002534444;"2019/01/04 10:45:55"
66055;863488623;"2019/01/04 10:48:49"
63762;925000321008;"2019/01/04 10:03:04"
63956;857186126;"2019/01/04 10:06:56"
65944;914002473595;"2019/01/04 10:46:47"
66307;860308618;"2019/01/04 10:53:36"
64794;858308927;"2019/01/04 10:25:41"
66276;926005502410;"2019/01/04 10:52:59"
63638;926000853818;"2019/01/04 10:00:25"
64363;840915771;"2019/01/04 10:16:09"
65330;927001331895;"2019/01/04 10:35:48"
66400;910023187974;"2019/01/04 10:55:27"
63998;912006843813;"2019/01/04 10:07:54"
66338;911003175369;"2019/01/04 10:54:20"
63738;849782602;"2019/01/04 10:02:33"
63856;919004369295;"2019/01/04 10:04:57"
64380;847952090;"2019/01/04 10:16:19"
64545;940005653594;"2019/01/04 10:20:11"
65628;842491979;"2019/01/04 10:41:33"
63683;812329852;"2019/01/04 10:01:31"
64485;842154833;"2019/01/04 10:18:37"
67431;813355302;"2019/01/04 11:14:34"
68878;824179774;"2019/01/04 11:39:38"
69347;834231656;"2019/01/04 11:48:19"
69200;910001913680;"2019/01/04 11:45:28"
